DATE,AREA,ITEMS,COST,RECEIPT FILE NAME,INFO,VALUE ADDED
2021-01-23,BACKYARD,MISC,15.8,2021_01_23 Mulch.pdf,mulch for backyard,false
2021-01-22,BACKYARD,PLANTS,61.57,2021_01_19  Plants weed.pdf,suculent plants and  landscape staples,false
2021-01-21,BACKYARD,PLANTS,27.36,2021_01_20 Plants Mulch.pdf,plants and mulch,false
2021-01-21,BACKYARD,MISC,19.0,2021_01_22 Plants.pdf,mulch for yard,false
2021-01-21,BACKYARD,PLANTS,19.26,2021_01_22 Plants.pdf,grape vine and poppies,false
2021-01-20,BACKYARD,PLANTS,64.7,2021_01_19  Plants weed.pdf,back yard plants and  soil,false
2021-01-20,FRONTYARD,MISC,11.25,2021_01_20 Plants Mulch.pdf,Mulch red,false
2021-01-19,FRONTYARD,MISC,12.9,2021_01_19  Plants weed.pdf,Round Up,false
2021-01-17,FRONTYARD,PLANTS,16.98,2021_01_17 Raindrip & garden.pdf,weed & feed for front lawn,false
2021-01-17,FRONTYARD,PLANTS,20.46,2021_01_17 Raindrip & garden.pdf,,false
2021-01-17,BACKYARD,MISC,32.0,2021_01_17 Raindrip & garden.pdf,gardening tools,false
2021-01-17,BACKYARD,PLANTS,95.06,2021_01_17 Raindrip & garden.pdf,Raindrip system - fittings and hose tubing and  drippers and sub-tubing and tarp for weed control,false
2021-01-16,BACKYARD,OUTLETS,15.55,2021_01_16 Porch outlet box.pdf,patio wall outlet replacement,false
2021-01-13,BACKYARD,PLANTS,19.58,2021_01-13 Mulch & flowers.pdf,seeds and mulch,false
2021-01-13,BACKYARD,PLANTS,12.56,2021_01-13 Mulch & flowers.pdf,bulbs and flower seeds,false
2021-01-11,BACKYARD,PLANTS,18.26,2021_01-13 Mulch & flowers.pdf,soil and lilies,false
2021-01-10,ROOF,MISC,9.31,2022_01_09 bucket lids.jpg,downspout strainer,false
2021-01-10,ROOF,MISC,19.33,2022_01_09 bucket lids.jpg,downspout extension,false
2021-01-09,FRONTYARD,SEWAGE LINE,5.78,2021_01_09 Swerline drain cap.pdf,Sewer line drain cap and fitting,false
2021-01-09,FRONTYARD,PLANTS,20.68,2022_01_09 bucket lids.jpg,soil and plants,false
2021-01-08,FRONTYARD,SEWAGE LINE,17.47,2021_01_08 drain root kill.pdf,drain product to kill off roots in sewer line,false
2021-01-08,FRONTYARD,PLANTS,18.25,2021_10_26 strainer.jpg,soil,false
2021-01-06,BATH1,TOILET,9.12,filename.jpeg,Replaced toilet handle,false
2021-01-06,BATH2,TOILET,9.12,filename.jpeg,Replaced toilet handle,false
2021-01-06,FRONTYARD,SEWAGE LINE,195.0,2021_01_06 plumbing service.pdf,plumbing inspection to determine roots problem,false
2021-01-03,FRONTYARD,PLANTS,11.0,2021_01_03 Plants for yard.pdf,Jasmine for FRONTYARD,false
2021-01-03,BACKYARD,PLANTS,9.0,2021_01_03 Plants for yard.pdf,Lavender for backyard,false
2021-01-03,BACKYARD,PLANTS,22.0,2021_01_03 Plants for yard.pdf,Rose & soli for backyard,false
2020-12-31,FRONTYARD,MISC,36.0,,Plumber snake & drain grate,false
2020-12-31,BATH2,TOILET,10.0,2021_01_03 Plants for yard.pdf,Flapper for toilet,false
2020-12-31,FRONTYARD,SEWAGE LINE,145.0,2020_12_31 Plumber service.pdf,plumbing service to clear out clog,false
2020-12-27,GARAGE,WINDOWS,18.0,,Blinds for garage window,false
2020-12-22,FRONT ENTRY,MISC,20.0,,Floor mats,false
2020-12-22,GARAGE,MISC,20.0,,Floor mats,false
2020-12-04,FRONTYARD,MISC,35.65,2020_12_04 paint ring light.pdf,Waterpipe insulation,false
2020-12-04,FRONTYARD,LIGHTS,97.0,2020_12_05 ring light.pdf,Ring flood light,false
2020-12-01,GARAGE,MISC,50.0,2020_12_30 Amazon orders thru 12-31.pdf,Reciprocating saw,false
2020-11-29,GARAGE,WALLS,20.0,2020_11_27 mail slot wall repair electrical.pdf,Wood,false
2020-11-28,LIVING ROOM,FLOOR,81.0,,Rug for living room coffee table,false
2020-11-28,KITCHEN,MISC,65.0,,Kitchen liners and kitchen garbage can,false
2020-11-28,GARAGE,WALLS,17.0,2020_11_27 mail slot wall repair electrical.pdf,Laundry sink fixture,false
2020-11-28,GARAGE,OUTLETS,13.0,2020_11_27 mail slot wall repair electrical.pdf,Electrical outlets,false
2020-11-28,GARAGE,WALLS,12.0,2020_11_27 mail slot wall repair electrical.pdf,wall patch kit,false
2020-11-27,KITCHEN,MISC,20.0,,Fire extinguisher for kitchen and bedroom,false
2020-11-27,BDRM3,MISC,20.0,,Fire extinguisher for kitchen and bedroom,false
2020-11-27,KITCHEN,REFRIG,50.0,,Water filter for refrigerator,false
2020-11-27,GARAGE,MISC,35.0,2020_11_27 mail slot wall repair electrical.pdf,Mail slot for garage,false
2020-11-27,GARAGE,WALLS,17.0,2020_11_27 mail slot wall repair electrical.pdf,Wall repair",false
2020-11-25,BRDM1,WINDOWS,180.0,2020_11_25 Lowe window blinds.pdf,Window blinds from Lowe for 5 windows all bedrooms & kitchen,false
2020-11-25,BRDM2,WINDOWS,180.0,2020_11_25 Lowe window blinds.pdf,Window blinds from Lowe for 5 windows all bedrooms & kitchen,false
2020-11-25,BRDM3,WINDOWS,180.0,2020_11_25 Lowe window blinds.pdf,Window blinds from Lowe for 5 windows all bedrooms & kitchen,false
2020-11-25,BRDM4,WINDOWS,180.0,2020_11_25 Lowe window blinds.pdf,Window blinds from Lowe for 5 windows all bedrooms & kitchen,false
2020-11-25,KITCHEN,WINDOWS,180.0,2020_11_25 Lowe window blinds.pdf,Window blinds from Lowe for 5 windows all bedrooms & kitchen,false
2020-11-25,LIVING ROOM,CHIMNEY,248.0,2020_12_07 Wayfair.pdf,Fireplace screen door,false
2020-11-22,GARAGE,SINK,105.0,2020_11_21 HD faucet dryer.pdf,Faucet hardware and dryer duct repairs,false
2020-11-22,GARAGE,SINK,55.0,,Utility sink,false
2020-11-21,GARAGE,MISC,40.0,,Torch kit and accessories,false
2020-11-20,LIVING ROOM,TILE,87.0,,Tile cleaning for all rooms,false
2020-11-18,BATH2,SHOWER/TUB,35.0,2020_12_30 Amazon orders thru 12-31.pdf,AquaSpa shower head,false
2020-11-17,BDRM3,LIGHTS,25.0,2020_12_30 Amazon orders thru 12-31.pdf,Light fixture for room closet,false
2020-11-14,BATH1,TOILET,22.0,2020_11_14 Home Depot toilet.pdf,Soldering iron,false
2020-11-08,LIVING ROOM,MISC,25.0,,Paint tools for all rooms,false
2020-11-08,FRONTYARD,MISC,25.0,,Garden hose & sprinkler,false
2020-11-08,BATH2,MISC,25.0,2020_11_08 Paint & Supplies.pdf,Bathroom repairs,false
2020-11-07,GARAGE,MISC,125.0,,Power drill plus drill bits,false
2020-11-06,GARAGE,MISC,25.0,2020_11_10 Amazon orders thru 11-10.pdf,Garage door openers - remote,false
2020-11-06,KITCHEN,DOORS,25.0,2020_11_10 Amazon orders thru 11-10.pdf,Entry door lock replacement,false
2020-11-05,LIVING ROOM,DOORS,25.0,2020_11_10 Amazon orders thru 11-10.pdf,Entry door lock replacement,false
2020-11-04,GARAGE,WASHER,592.0,,Samsung washer,false
2020-11-04,GARAGE,DRYER,592.0,,Samsung dryer,false
2020-11-04,KITCHEN,OVEN,40.0,2020_11_04 Oven gasket on eBay.pdf,GE oven gasket replacemnet,false
2020-11-04,LIVING ROOM,MISC,295.0,2020_11_10 Amazon orders thru 11-10.pdf,Ring security alarm & Alexia for whole house,false
2020-11-04,LIVING ROOM,DOORS,125.0,2020_11_10 Amazon orders thru 11-10.pdf,Ring video door bell,false
2020-11-04,GARAGE,DOORS,25.0,2020_11_10 Amazon orders thru 11-10.pdf,Entry door lock replacement,false
